SecurityCode	SecurityName	LatestPrice	PriceChangeRate	HolderNum	PreviousHolderNum	HolderNumChange	HolderNumChangeRate	RangeChangeRate	EndDate	PreviousEndDate	HolderAvgCapitalisation	HolderAvgStockQuantity	TotalCapitalisation	CapitalStock	NoticeDate
002522	浙江众成	11.69	-1.52	44275	39908	4367	10.9427	-35.95	2017-12-31T00:00:00	2017-09-30T00:00:00	180030.685614907	20458.03	7970858605.6	905779387	2018-04-25T00:00:00
300084	海默科技	5.57	0	26188	24683	1505	6.0973	3.35	2017-12-31T00:00:00	2017-12-15T00:00:00	104169.431893234	14692.44	2727989082.42	384765738	2018-04-25T00:00:00
002027	分众传媒	11.05	-0.9	55132	55515	-383	-0.6899	40.1	2017-12-31T00:00:00	2017-09-30T00:00:00	3123784.04469274	221859.66	172220461952	12231566900	2018-04-25T00:00:00
300289	利德曼	9.61	-0.31	21105	23794	-2689	-11.3012	-17.64	2017-12-31T00:00:00	2017-09-30T00:00:00	184743.338640133	20080.8	3899008162	423805235	2018-04-25T00:00:00
002322	理工环科	14.36	0	18669	17430	1239	7.1084	-16.42	2017-12-31T00:00:00	2017-09-30T00:00:00	400400.934995983	21320.6	7475085055.44	398034348	2018-04-25T00:00:00
002775	文科园林	16.77	0.9	22322	18368	3954	21.5266	2.15	2017-12-31T00:00:00	2017-09-30T00:00:00	243180.817131081	11109.22	5428282200	247980000	2018-04-25T00:00:00
300312	邦讯技术	9.5	-3.85	17122	27872	-10750	-38.5692	-7.49	2017-12-31T00:00:00	2017-09-30T00:00:00	260936.713000818	18691.74	4467758400	320040000	2018-04-25T00:00:00
603277	银都股份	13.98	0.5	34722	47049	-12327	-26.2003	-29.06	2017-12-31T00:00:00	2017-09-30T00:00:00	214471.055814757	11543.11	7446864000	400800000	2018-04-25T00:00:00
300097	智云股份	21.82	-0.82	13001	13098	-97	-0.7406	-3.57	2017-12-31T00:00:00	2017-09-30T00:00:00	630321.559849242	22194.42	8194810599.6	288549669	2018-04-25T00:00:00
300512	中亚股份	18.39	-1.18	23518	24592	-1074	-4.3673	-8.42	2017-12-31T00:00:00	2017-09-30T00:00:00	206076.196955523	11480.57	4846500000	270000000	2018-04-25T00:00:00
300208	恒顺众昇	10.61	1.43	30045	29925	120	0.401	-21.25	2017-12-31T00:00:00	2017-09-30T00:00:00	321458.312531203	25479.28	9658215000	765525000	2018-04-25T00:00:00
300315	掌趣科技	5.79	1.58	201622	210213	-8591	-4.0868	-25.57	2017-12-31T00:00:00	2017-09-30T00:00:00	76055.3923593655	13679.03	15334440318.28	2757992863	2018-04-25T00:00:00
300591	万里马	7.46	-0.13	26038	27538	-1500	-5.447	-24.01	2017-12-31T00:00:00	2017-09-30T00:00:00	110718.181119902	11982.49	2882880000	312000000	2018-04-25T00:00:00
002610	爱康科技	2.17	-0.91	230214	232603	-2389	-1.0271	-7.42	2017-12-31T00:00:00	2017-09-30T00:00:00	46232.383747296	19507.33	10643341992	4490861600	2018-04-25T00:00:00
300362	天翔环境	10.11	-0.1	15427	15427	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	365983.634847994	28326.91	5646029534.8	436999190	2018-04-25T00:00:00
300604	长川科技	72.2	3.14	9334	7750	1584	20.4387	25.23	2017-12-31T00:00:00	2017-09-30T00:00:00	518278.551532033	8359.33	4837612000	78026000	2018-04-25T00:00:00
000603	盛达矿业	11.24	0	34773	34774	-1	-0.0029	-12.9	2017-12-31T00:00:00	2017-09-30T00:00:00	249790.215985391	20781.22	8685955180.46	722625223	2018-04-25T00:00:00
002545	东方铁塔	7.17	-1.1	32038	30345	1693	5.5792	-17.98	2017-12-31T00:00:00	2017-09-30T00:00:00	349407.166530058	40300.71	11194306801.29	1291154187	2018-04-25T00:00:00
600919	江苏银行	7.14	-0.42	218523	227586	-9063	-3.9822	-11.45	2017-12-31T00:00:00	2017-09-30T00:00:00	388296.460784448	52829.45	84851707500	11544450000	2018-04-25T00:00:00
600721	百花村	8.99	0.78	11758	12537	-779	-6.2136	-19.3	2017-12-31T00:00:00	2017-09-30T00:00:00	354483.956586154	34052.25	4168022361.54	400386394	2018-04-25T00:00:00
300010	立思辰	13.59	-3.27	48626	49225	-599	-1.2169	-9.92	2017-12-31T00:00:00	2017-09-30T00:00:00	200552.954910747	17954.61	9752087985.49	873060697	2018-04-25T00:00:00
002753	永东股份	19.45	0.41	16025	17501	-1476	-8.4338	-10.47	2017-12-31T00:00:00	2017-09-30T00:00:00	277162.648361934	13858.13	4441531440	222076572	2018-04-25T00:00:00
002399	海普瑞	19.53	8.8	25530	25530	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	746464.631301214	48852.4	19057242037.12	1247201704	2018-04-25T00:00:00
300581	晨曦航空	31.48	1.94	9186	9100	86	0.9451	0	2017-12-31T00:00:00	2017-12-29T00:00:00	301234.922708469	9841.06	2767144000	90400000	2018-04-25T00:00:00
002756	永兴特钢	18.99	-0.58	15981	14073	1908	13.5579	-4.79	2017-12-31T00:00:00	2017-09-30T00:00:00	604843.251360991	22526.75	9666000000	360000000	2018-04-25T00:00:00
300030	阳普医疗	7.94	-0.75	31243	31200	43	0.1378	0	2017-12-31T00:00:00	2017-12-29T00:00:00	84307.7906074961	9883.68	2634028301.95	308795815	2018-04-25T00:00:00
300467	迅游科技	41.69	-0.74	12145	12272	-127	-1.0349	0.45	2017-12-31T00:00:00	2017-12-15T00:00:00	876031.367439275	18658.82	10639400957.55	226611309	2018-04-25T00:00:00
002835	同为股份	10.6	0.09	18910	19495	-585	-3.0008	-29.91	2017-12-31T00:00:00	2017-09-30T00:00:00	128503.437334744	11422.53	2430000000	216000000	2018-04-25T00:00:00
002171	楚江新材	6.85	-0.44	43834	44223	-389	-0.8796	-19.24	2017-12-31T00:00:00	2017-09-30T00:00:00	176111.743494091	24392.21	7719682164.32	1069208056	2018-04-25T00:00:00
002652	扬子新材	6.7	-0.15	20557	19747	810	4.1019	-14.37	2017-12-31T00:00:00	2017-09-30T00:00:00	176608.150994795	24909.47	3630533760	512064000	2018-04-25T00:00:00
300152	科融环境	3.98	-0.25	60528	60525	3	0.005	0	2017-12-31T00:00:00	2017-09-30T00:00:00	79254.9563838224	11776.37	4797144000	712800000	2018-04-25T00:00:00
300477	合纵科技	25.56	-2.63	10918	10084	834	8.2705	-27.22	2017-12-31T00:00:00	2017-09-30T00:00:00	645520.204041033	29624.61	7047789587.72	323441468	2018-04-25T00:00:00
002098	浔兴股份	0	0	19324	18733	591	3.1549	0	2017-12-31T00:00:00	2017-11-15T00:00:00	302532.601945767	18526.19	5846140000	358000000	2018-04-25T00:00:00
002743	富煌钢构	8.54	-1.04	33161	33758	-597	-1.7685	-24.1	2017-12-31T00:00:00	2017-09-30T00:00:00	107586.957884262	10168.9	3567691110.4	337210880	2018-04-25T00:00:00
603787	新日股份	16.12	1.64	17336	18806	-1470	-7.8167	-9.74	2017-12-31T00:00:00	2017-09-30T00:00:00	165802.953391786	11767.42	2874360000	204000000	2018-04-25T00:00:00
300098	高新兴	14.6	-2.21	41128	40607	521	1.283	-0.15	2017-12-31T00:00:00	2017-12-15T00:00:00	371834.111646567	27957.45	15292793343.8	1149834086	2018-04-25T00:00:00
300366	创意信息	12.3	-4.8	14109	15549	-1440	-9.261	-18.34	2017-12-31T00:00:00	2017-09-30T00:00:00	447758.545821816	37251.13	6317425323	525576150	2018-04-25T00:00:00
300518	盛讯达	50	-0.68	18173	20123	-1950	-9.6904	-3.82	2017-12-31T00:00:00	2017-11-15T00:00:00	268622.792054146	5136.19	4881682000	93340000	2018-04-25T00:00:00
000732	泰禾集团	25.7	-1.91	22199	19650	2549	12.972	18.88	2017-12-31T00:00:00	2017-11-15T00:00:00	1122298.45553403	56058.86	24913903414.4	1244450720	2018-04-25T00:00:00
002517	恺英网络	14	-3.58	22231	15588	6643	42.6161	22.44	2017-12-31T00:00:00	2017-09-30T00:00:00	1433656.20533309	64550.03	31871611100.76	1435011756	2018-04-25T00:00:00
000976	华铁股份	8.62	-1.03	33105	33390	-285	-0.8535	-12.26	2017-12-31T00:00:00	2017-09-30T00:00:00	393316.386508382	48200.54	13020738975.36	1595678796	2018-04-25T00:00:00
002849	威星智能	27.03	2.78	13072	15934	-2862	-17.9616	-28.45	2017-12-31T00:00:00	2017-09-30T00:00:00	189550.256502448	6629.95	2477800953	86666700	2018-04-25T00:00:00
002779	中坚科技	19.11	-0.83	12949	14402	-1453	-10.0889	-4.1	2017-12-31T00:00:00	2017-09-30T00:00:00	219167.503282107	10193.84	2838000000	132000000	2018-04-25T00:00:00
002380	科远股份	18.08	-0.11	21306	23216	-1910	-8.2271	-14.14	2017-12-31T00:00:00	2017-09-30T00:00:00	194304.700330893	11264.04	4139855945.25	239991649	2018-04-25T00:00:00
300055	万邦达	15.94	-1.48	65773	67771	-1998	-2.9482	5.89	2017-12-31T00:00:00	2017-09-30T00:00:00	276630.785572347	13154.1	18194836659.45	865184815	2018-04-25T00:00:00
603557	起步股份	17.55	-0.28	23505	29401	-5896	-20.0537	-26.46	2017-12-31T00:00:00	2017-09-30T00:00:00	319518.184847479	19994.88	7510274934.84	469979658	2018-04-25T00:00:00
300687	赛意信息	53.6	-2.9	12145	13585	-1440	-10.5999	-22.34	2017-12-31T00:00:00	2017-09-30T00:00:00	311832.029641828	6587.07	3787200000	80000000	2018-04-25T00:00:00
300602	飞荣达	62.45	2.38	5681	5657	24	0.4243	-6.35	2017-12-31T00:00:00	2017-12-15T00:00:00	917092.061256821	17602.53	5210000000	100000000	2018-04-25T00:00:00
300118	东方日升	10.8	-1.19	38024	37775	249	0.6592	-11.78	2017-12-31T00:00:00	2017-09-30T00:00:00	288580.988174048	23790.68	10973003494.33	904616941	2018-04-25T00:00:00
002829	星网宇达	26.61	-0.93	12765	13267	-502	-3.7838	0.82	2017-12-31T00:00:00	2017-11-30T00:00:00	340939.334116725	12665.1	4352090600	161670000	2018-04-25T00:00:00
002889	东方嘉盛	33.28	10.02	19795	20210	-415	-2.0534	-22.08	2017-12-31T00:00:00	2017-10-15T00:00:00	198693.038541046	6976.58	3933128697.92	138101429	2018-04-25T00:00:00
002712	思美传媒	19.28	-2.03	11695	11693	2	0.0171	0	2017-12-31T00:00:00	2017-12-29T00:00:00	625277.825797349	29246.16	7312624172.7	342033817	2018-04-25T00:00:00
002250	联化科技	7.83	-3.81	26542	30846	-4304	-13.9532	-17.61	2017-12-31T00:00:00	2017-09-30T00:00:00	370472.452517519	34884.41	9833079834.72	925902056	2018-04-25T00:00:00
300364	中文在线	9.62	-0.31	42330	39619	2711	6.8427	-29.76	2017-12-31T00:00:00	2017-09-30T00:00:00	155175.222481219	16812.05	6568567167.63	711654081	2018-04-25T00:00:00
300050	世纪鼎利	7.56	-1.18	30496	28817	1679	5.8264	-32.1	2017-12-31T00:00:00	2017-09-30T00:00:00	144739.694407791	18391.32	4413981720.66	560861718	2018-04-25T00:00:00
603819	神力股份	15.58	1.04	11812	12544	-732	-5.8355	-33.86	2017-12-31T00:00:00	2017-09-30T00:00:00	174192.736200474	10228.58	2057564600	120820000	2018-04-25T00:00:00
300230	永利股份	11.17	-0.71	13646	13067	579	4.431	0	2017-12-31T00:00:00	2017-12-29T00:00:00	464546.406124872	33229.36	6339200257.98	453447801	2018-04-25T00:00:00
300028	金亚科技	4.33	3.1	46534	51121	-4587	-8.9728	-30.92	2017-12-31T00:00:00	2017-09-30T00:00:00	37329.672927322	7392.01	1737099000	343980000	2018-04-25T00:00:00
002621	三垒股份	14.06	-1.13	8704	8651	53	0.6126	2.57	2017-12-31T00:00:00	2017-09-30T00:00:00	604118.795955882	38775.28	5258250000	337500000	2018-04-25T00:00:00
300601	康泰生物	75.08	1.47	9099	13834	-4735	-34.2273	18.3	2017-12-31T00:00:00	2017-09-30T00:00:00	2186939.16913947	46284.43	19898959500	421142000	2018-04-25T00:00:00
300721	怡达股份	29.79	-3.37	15594	42343	-26749	-63.1722	58.98	2017-12-31T00:00:00	2017-11-15T00:00:00	196597.248941901	5139.8	3065737500	80150000	2018-04-25T00:00:00
002040	南京港	10.83	-0.09	32582	33258	-676	-2.0326	-23.76	2017-12-31T00:00:00	2017-09-30T00:00:00	144081.945919219	11426.01	4694477961.94	372282154	2018-04-25T00:00:00
300177	中海达	11.81	-1.91	39022	42060	-3038	-7.223	-10.14	2017-12-31T00:00:00	2017-09-30T00:00:00	119814.368075957	11454.53	4675396271.06	446978611	2018-04-25T00:00:00
300337	银邦股份	6.37	2.58	15464	15464	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	435834.454216244	53150.54	6739744000	821920000	2018-04-25T00:00:00
300422	博世科	18.5	-1.23	24126	24059	67	0.2785	1.25	2017-12-31T00:00:00	2017-12-15T00:00:00	251931.378899527	14758.72	6078096447.33	356068919	2018-04-25T00:00:00
300367	东方网力	15.68	-0.88	43262	41009	2253	5.4939	-10.87	2017-12-31T00:00:00	2017-09-30T00:00:00	298075.30777033	19766.27	12895333964.76	855128247	2018-04-25T00:00:00
002828	贝肯能源	22.91	-0.22	15423	14303	1120	7.8305	-15.63	2017-12-31T00:00:00	2017-09-30T00:00:00	176902.068339493	7765.67	2728360600	119770000	2018-04-25T00:00:00
601226	华电重工	4.72	-1.05	43505	44944	-1439	-3.2018	-15.77	2017-12-31T00:00:00	2017-09-30T00:00:00	144690.265486726	26548.67	6294750000	1155000000	2018-04-25T00:00:00
300628	亿联网络	139.09	-3.31	22999	23171	-172	-0.7423	-13.35	2017-12-31T00:00:00	2017-09-30T00:00:00	865560.328709944	6493.33	19907022000	149340000	2018-04-25T00:00:00
002721	金一文化	0	0	29926	34888	-4962	-14.2227	11.89	2017-12-31T00:00:00	2017-09-30T00:00:00	446283.84896077	27892.74	13355490464	834718154	2018-04-25T00:00:00
300267	尔康制药	6.05	-0.66	31272	15993	15279	95.5355	-41.27	2017-12-31T00:00:00	2017-09-30T00:00:00	443890.086182528	65956.92	13881330775.1	2062604870	2018-04-25T00:00:00
300566	激智科技	25.25	-0.59	9770	9770	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	474870.614124872	12731.12	4639485900	124383000	2018-04-25T00:00:00
603118	共进股份	7	-1.27	43389	42024	1365	3.2481	-36.17	2017-12-31T00:00:00	2017-09-30T00:00:00	158024.730227477	18018.78	6856535019.84	781816992	2018-04-25T00:00:00
603686	龙马环卫	22.79	-0.04	17093	16100	993	6.1677	-19.85	2017-12-31T00:00:00	2017-09-30T00:00:00	459595.306192593	17508.39	7855862568.75	299270955	2018-04-25T00:00:00
300155	安居宝	5.95	-4.03	28736	30717	-1981	-6.4492	-25.26	2017-12-31T00:00:00	2017-09-30T00:00:00	107403.4319098	18909.05	3086345019.36	543370602	2018-04-25T00:00:00
300123	亚光科技	13.84	-0.93	16955	17875	-920	-5.1469	-17.45	2017-12-31T00:00:00	2017-11-15T00:00:00	398179.09278207	33016.51	6751126518.12	559794902	2018-04-25T00:00:00
603328	依顿电子	12.39	-1.51	19939	20468	-529	-2.5845	-10.81	2017-12-31T00:00:00	2017-09-30T00:00:00	718051.390779377	50053.96	14317226680.75	998025883	2018-04-25T00:00:00
300209	天泽信息	17.52	-2.12	27424	29038	-1614	-5.5582	-16.53	2017-12-31T00:00:00	2017-09-30T00:00:00	194719.805151692	10652.07	5339995936.48	292122316	2018-04-25T00:00:00
002346	柘中股份	16.75	-1.06	36497	36497	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	226129.394882867	12098.95	8253044525.04	441575416	2018-04-25T00:00:00
603991	至正股份	25.11	0.64	10580	11433	-853	-7.4609	-21.84	2017-12-31T00:00:00	2017-09-30T00:00:00	198384.266888469	7044.9	2098905543.68	74534998	2018-04-25T00:00:00
300525	博思软件	47	-1.96	8949	10635	-1686	-15.8533	-19.1	2017-12-31T00:00:00	2017-09-30T00:00:00	334040.451447089	8049.17	2989328000	72032000	2018-04-25T00:00:00
600225	*ST松江	0	0	24675	26556	-1881	-7.0831	-11.91	2017-12-31T00:00:00	2017-09-30T00:00:00	190700.21695846	37912.57	4705527853.45	935492615	2018-04-25T00:00:00
600185	格力地产	5.75	2.31	53128	58543	-5415	-9.2496	-7.79	2017-12-31T00:00:00	2017-09-30T00:00:00	220246.209644632	38775.78	11701240626	2060079508	2018-04-25T00:00:00
000040	东旭蓝天	11.84	1.28	28656	29160	-504	-1.7284	1.66	2017-12-31T00:00:00	2017-12-22T00:00:00	655614.338065327	46662.94	18787284471.6	1337173272	2018-04-25T00:00:00
300599	雄塑科技	12.04	0.08	29707	32393	-2686	-8.2919	-19.97	2017-12-31T00:00:00	2017-09-30T00:00:00	125050.661460262	10233.28	3714880000	304000000	2018-04-25T00:00:00
300175	朗源股份	5.3	0.19	32785	32785	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	107127.28381882	14360.23	3512168000	470800000	2018-04-25T00:00:00
002883	中设股份	48.7	-2.5	7583	7583	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	336472.984307003	7033.3	2551474640	53333500	2018-04-25T00:00:00
002435	长江润发	17.7	0	9136	9681	-545	-5.6296	-5.69	2017-12-31T00:00:00	2017-09-30T00:00:00	934710.620950088	53719	8539516233	490776795	2018-04-25T00:00:00
002823	凯中精密	14.57	0.83	23481	23481	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	196100.404319237	12364.46	4604633593.82	290329987	2018-04-25T00:00:00
300201	海伦哲	5.83	2.1	44536	41529	3007	7.2407	-11.25	2017-12-31T00:00:00	2017-09-30T00:00:00	165958.872999371	23374.49	7391144367.9	1041006249	2018-04-25T00:00:00
002538	司尔特	7.78	3.05	41149	45468	-4319	-9.499	-0.78	2017-12-31T00:00:00	2017-09-30T00:00:00	154622.122223626	17451.71	6362545707.38	718120283	2018-04-25T00:00:00
300613	富瀚微	161.52	2.23	11765	11765	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	808406.382660434	3851.76	9510901092	45315900	2018-04-25T00:00:00
300652	雷迪克	23.66	-0.21	12628	14784	-2156	-14.5833	-21.67	2017-12-31T00:00:00	2017-11-15T00:00:00	192682.926829268	6968.64	2433200000	88000000	2018-04-25T00:00:00
000668	荣丰控股	13.08	1.4	7649	7649	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	287195.015609884	19197.53	2196754674.4	146841890	2018-04-25T00:00:00
300042	朗科科技	23	-0.95	5194	5194	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	821303.041971506	25721.99	4265848000	133600000	2018-04-25T00:00:00
002802	洪汇新材	25.33	-1.25	15192	15192	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	204475.677988415	7132.04	3106394500	108350000	2018-04-25T00:00:00
000886	海南高速	5.57	-1.94	61185	61185	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	119916.744071259	16161.29	7337105986	988828300	2018-04-25T00:00:00
300405	科隆股份	14.12	0.21	8789	9206	-417	-4.5297	-22.18	2017-12-31T00:00:00	2017-09-30T00:00:00	220482.214290591	13338.31	1937818181.4	117230380	2018-04-25T00:00:00
600289	*ST信通	3.45	2.07	56461	56425	36	0.0638	-14.24	2017-12-31T00:00:00	2017-09-30T00:00:00	111097.174436514	11176.78	6272657565.86	631052069	2018-04-25T00:00:00
002730	电光科技	10.08	-0.2	28206	27405	801	2.9228	-8.91	2017-12-31T00:00:00	2017-09-30T00:00:00	148604.38417358	11439.91	4191535260	322674000	2018-04-25T00:00:00
000523	广州浪奇	0	0	36469	38819	-2350	-6.0537	-15.38	2017-12-31T00:00:00	2017-09-30T00:00:00	113568.198369026	14339.42	4141718626.32	522944271	2018-04-25T00:00:00
603690	至纯科技	0	0	22518	20882	1636	7.8345	1.15	2017-12-31T00:00:00	2017-09-30T00:00:00	189582.378541611	9343.64	4269016000	210400000	2018-04-25T00:00:00
002773	康弘药业	57.21	0.18	9397	9827	-430	-4.3757	18.64	2017-12-31T00:00:00	2017-09-30T00:00:00	4430261.40478876	71826.55	41631166420.8	674954060	2018-04-25T00:00:00
601669	中国电建	6.27	-0.16	301050	319741	-18691	-5.8457	-10.09	2017-12-31T00:00:00	2017-09-30T00:00:00	366912.582206544	50818.92	110459032873.28	15299035024	2018-04-25T00:00:00
300355	蒙草生态	9.27	-1.07	92977	93241	-264	-0.2831	0.48	2017-12-31T00:00:00	2017-12-15T00:00:00	216367.442439958	17254.18	20117195695.74	1604242081	2018-04-25T00:00:00
300607	拓斯达	66.5	-1.04	9108	10416	-1308	-12.5576	-7.73	2017-12-31T00:00:00	2017-10-31T00:00:00	968147.249538867	14321.7	8817885148.8	130442088	2018-04-25T00:00:00
300187	永清环保	0	0	27126	27122	4	0.0147	0	2017-12-31T00:00:00	2017-09-30T00:00:00	267770.374990784	23908.07	7263539192	648530285	2018-04-25T00:00:00
002869	金溢科技	27.33	-1.58	17392	21360	-3968	-18.5768	-26.78	2017-12-31T00:00:00	2017-09-30T00:00:00	214846.826126955	6773.23	3736616000	117800000	2018-04-25T00:00:00
300354	东华测试	10.77	-1.28	10723	9942	781	7.8556	-15.84	2017-12-31T00:00:00	2017-09-30T00:00:00	163847.174550033	12901.35	1756933252.7	138341201	2018-04-25T00:00:00
002342	巨力索具	5.08	-0.2	119723	119723	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	48030.8712611612	8018.51	5750400000	960000000	2018-04-25T00:00:00
002855	捷荣技术	11.33	2.26	30738	30896	-158	-0.5114	1.41	2017-12-31T00:00:00	2017-12-15T00:00:00	101346.867070076	7807.93	3115200000	240000000	2018-04-25T00:00:00
002878	元隆雅图	43.7	0.23	11671	12273	-602	-4.9051	-10.46	2017-12-31T00:00:00	2017-09-30T00:00:00	242136.022363122	6563.73	2825969517	76605300	2018-04-25T00:00:00
000520	长航凤凰	3.18	0.32	118229	118200	29	0.0245	0	2017-12-31T00:00:00	2017-12-29T00:00:00	34412.6693882212	8560.37	4068575489.1	1012083455	2018-04-25T00:00:00
002369	卓翼科技	9.19	-4.47	29508	32380	-2872	-8.8697	9.41	2017-12-31T00:00:00	2017-09-30T00:00:00	203800.859475396	19690.9	6013755761.4	581039204	2018-04-25T00:00:00
300160	秀强股份	6.19	-0.32	31354	35860	-4506	-12.5655	-9.56	2017-12-31T00:00:00	2017-09-30T00:00:00	149659.246029215	19064.87	4692416000	597760000	2018-04-25T00:00:00
300126	锐奇股份	5.66	-0.88	17858	19217	-1359	-7.0719	-14.02	2017-12-31T00:00:00	2017-09-30T00:00:00	117491.23395677	17102.07	2098158456	305408800	2018-04-25T00:00:00
002473	*ST圣莱	7.09	-0.56	10633	8967	1666	18.5792	-33.64	2017-12-31T00:00:00	2017-09-30T00:00:00	160857.707138155	15047.49	1710400000	160000000	2018-04-25T00:00:00
300686	智动力	25.69	-2.69	16835	20948	-4113	-19.6343	-19.16	2017-12-31T00:00:00	2017-09-30T00:00:00	168817.344817345	7436.89	2842040000	125200000	2018-04-25T00:00:00
000498	山东路桥	5.62	-0.53	51129	46036	5093	11.0631	-19.03	2017-12-31T00:00:00	2017-09-30T00:00:00	146346.084234779	21908.1	7482528940.84	1120139063	2018-04-25T00:00:00
601166	兴业银行	16	-0.37	239610	228251	11359	4.9765	-1.74	2017-12-31T00:00:00	2017-09-30T00:00:00	1473033.26597175	86700.02	352953500859.49	20774190751	2018-04-25T00:00:00
300005	探路者	4.57	0.44	42512	42512	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	115101.701471585	20965.7	4893203532.96	891293904	2018-04-25T00:00:00
300425	环能科技	9.08	0.67	24116	24379	-263	-1.0788	1.59	2017-12-31T00:00:00	2017-11-30T00:00:00	168528.185262067	15561.24	4064225715.78	375274766	2018-04-25T00:00:00
300048	合康新能	3.16	0.32	47629	53470	-5841	-10.9239	-29.26	2017-12-31T00:00:00	2017-09-30T00:00:00	88400.1172340381	23141.39	4210409183.74	1102201357	2018-04-25T00:00:00
600532	宏达矿业	7.25	-2.82	17385	19845	-2460	-12.3961	-13.71	2017-12-31T00:00:00	2017-09-30T00:00:00	297142.240851309	29684.54	5165817857.2	516065720	2018-04-25T00:00:00
300499	高澜股份	16.21	0.56	10741	12716	-1975	-15.5316	-21.86	2017-12-31T00:00:00	2017-09-30T00:00:00	237643.387021693	11172.7	2552527620	120006000	2018-04-25T00:00:00
002899	英派斯	29.43	3.15	19935	23490	-3555	-15.1341	-20.02	2017-12-31T00:00:00	2017-10-31T00:00:00	170714.82317532	6019.56	3403200000	120000000	2018-04-25T00:00:00
002403	爱仕达	10.77	2.09	17409	17927	-518	-2.8895	-3.21	2017-12-31T00:00:00	2017-09-30T00:00:00	248921.150460681	20122.97	4333468308.37	350320801	2018-04-25T00:00:00
002766	索菱股份	13.29	-0.08	29252	30029	-777	-2.5875	-28.1	2017-12-31T00:00:00	2017-09-30T00:00:00	204014.060512102	14417.95	5967819298.1	421754014	2018-04-25T00:00:00
300065	海兰信	16.66	-1.71	18106	21717	-3611	-16.6275	-17.14	2017-12-31T00:00:00	2017-09-30T00:00:00	364622.363296145	20012.2	6601852509.84	362340972	2018-04-25T00:00:00
600083	博信股份	20.83	0	12105	13607	-1502	-11.0384	1.25	2017-12-31T00:00:00	2017-09-30T00:00:00	385138.372573317	19000.41	4662100000	230000000	2018-04-25T00:00:00
300565	科信技术	22.81	-3.31	25016	25016	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	140965.781899584	6395.91	3526400000	160000000	2018-04-25T00:00:00
300081	恒信东方	12.84	-0.62	26202	34084	-7882	-23.1252	-31.42	2017-12-31T00:00:00	2017-09-30T00:00:00	205995.820888482	20255.24	5397502498.92	530727876	2018-04-25T00:00:00
002066	瑞泰科技	9.14	0.88	30954	33474	-2520	-7.5282	-23.97	2017-12-31T00:00:00	2017-09-30T00:00:00	76940.2985074627	7462.69	2381610000	231000000	2018-04-25T00:00:00
603133	碳元科技	26.05	0.08	20431	25585	-5154	-20.1446	-19.14	2017-12-31T00:00:00	2017-09-30T00:00:00	330767.950663208	10180.61	6757920000	208000000	2018-04-25T00:00:00
000554	泰山石油	6.75	0.9	56744	58161	-1417	-2.4363	-16.62	2017-12-31T00:00:00	2017-09-30T00:00:00	68885.6917312844	8473.02	3908849691.6	480793320	2018-04-25T00:00:00
600137	浪莎股份	18.99	0.11	17685	6094	11591	190.2035	-31.95	2017-12-31T00:00:00	2017-09-30T00:00:00	140397.919000283	5497.18	2482937197.52	97217588	2018-04-24T00:00:00
002895	川恒股份	22.74	0.4	29583	29583	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	371844.471487003	13521.62	11000275000	400010000	2018-04-24T00:00:00
300608	思特奇	29.51	-2.09	11030	11030	0	0	0	2017-12-31T00:00:00	2017-12-29T00:00:00	241242.414777879	8017.36	2660903835	88431500	2018-04-24T00:00:00
002781	奇信股份	18.63	-1.43	20235	22348	-2113	-9.455	-19.67	2017-12-31T00:00:00	2017-09-30T00:00:00	262527.798369162	11119.35	5312250000	225000000	2018-04-24T00:00:00
300490	华自科技	12.9	-2.42	15737	17168	-1431	-8.3353	-18.93	2017-12-31T00:00:00	2017-09-30T00:00:00	207713.590017157	14525.43	3268788766.1	228586627	2018-04-24T00:00:00
300473	德尔股份	39.59	-0.18	12922	14539	-1617	-11.1218	-20.3	2017-12-31T00:00:00	2017-10-31T00:00:00	322374.322860238	8120.26	4165721000	104930000	2018-04-24T00:00:00
002540	亚太科技	7.5	-1.32	72944	79234	-6290	-7.9385	3.97	2017-12-31T00:00:00	2017-09-30T00:00:00	132375.852708927	17417.88	9656024200	1270529500	2018-04-24T00:00:00
002576	通达动力	11.52	1.5	17326	17326	0	0	0	2017-12-31T00:00:00	2017-09-30T00:00:00	234985.917118781	9529.03	4071366000	165100000	2018-04-24T00:00:00
